ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	PWK_logFC	PWK_FDR	B6J_logFC	B6J_FDR	CAST_logFC	CAST_FDR
ENSMUSG00000027014	Cwc22	Cwc22	80744	CWC22 spliceosome-associated protein	-6.023853792932033	3.25225825351342e-30	-5.993014265309117	2.750430341740573e-31	-3.9602896198539894	1.4237494444094193e-29
ENSMUSG00000017002	Slpi	Slpi	20568	secretory leukocyte peptidase inhibitor	12.418547455124912	7.733705089741959e-29	-0.036587709505986936	1	-0.010563842050740475	1
ENSMUSG00000097554	Gm26825	NA	NA	NA	11.007424573549	1.9420821952027227e-28	0.2423375737139717	0.977121183866578	10.103140595699008	3.4883544418873234e-26
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.260330435613493	8.330753732513004e-27	0.14759126152706356	0.5566238628628133	-3.3336258892986326	2.217715548892555e-30
ENSMUSG00000058603	Rpl28-ps1	NA	NA	NA	10.815918208100316	3.1976917559221583e-26	11.243172936696295	5.795877851605473e-28	0.3822880791424868	1
ENSMUSG00000060198	Gm11353	NA	NA	NA	8.29957212951642	2.6556948115087316e-25	0.39543765992665403	0.9404468817081925	-2.5037996659916946	0.2585587641997845
ENSMUSG00000073599	Ecscr	Ecscr	68545	endothelial cell surface expressed chemotaxis and apoptosis regulator	-8.577606761711234	8.923301076779545e-25	-0.381030838788974	0.1622038369803652	-2.180880546590999	1.3333855687729071e-15
ENSMUSG00000020100	Slc29a3	Slc29a3	71279	solute carrier family 29 (nucleoside transporters), member 3	2.8429172795883484	1.1570878945583067e-24	0.6286891453116478	0.0020723135629165893	0.9157136626006702	5.442082177209316e-7
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	-3.0422771062889713	2.6219110948462258e-22	-3.0221785636785583	1.3798673054618408e-23	-0.3241575956018737	0.07865588619801125
ENSMUSG00000001418	Glmp	Glmp	56700	glycosylated lysosomal membrane protein	-4.2592408163506175	4.911065108233988e-22	-0.3244162684964942	0.23224685059838013	-0.5359189306079173	0.005391509925239667
ENSMUSG00000038400	Pmepa1	Pmepa1	65112	prostate transmembrane protein, androgen induced 1	-2.5020829533525193	1.6301920343302686e-21	-0.7471550004883256	9.051583361690866e-6	-0.6826534978984075	1.3170651433767158e-5
ENSMUSG00000022671	Mzt2	Mzt2	72083	mitotic spindle organizing protein 2	2.971651251783151	2.91097717851094e-21	-0.08277642700249493	0.9633036063847765	1.9544708347754183	5.558358111708512e-14
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-5.402193711288603	8.222980779697542e-21	0.16141066519455802	0.6790138165144493	-2.557208588862368	1.412473788552212e-16
ENSMUSG00000084416	Rpl10a-ps1	NA	NA	NA	-11.484763113799703	2.6839458326266525e-19	-0.019065800512123803	0.9829535365395248	-3.53640398333515	1.1262371210998e-16
ENSMUSG00000035929	H2-Q4	H2-Q4	15015	histocompatibility 2, Q region locus 4	-4.226511797926394	2.6994382532773887e-19	0.6180614124042823	0.004773689577675988	0.4094341488762762	0.04643214265893801
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-7.723299473518859	9.672954741762592e-19	0.32528432363502485	0.2919705969262356	-5.1592819642298515	2.6751406907155747e-19
ENSMUSG00000094326	Gm10045	Gm10045	100043348	predicted pseudogene 10045	10.108080924043227	1.209974544374639e-18	-0.3606230939062702	0.9989179596814167	0.6632100787191897	0.9953985693505298
ENSMUSG00000101776	Gm28268	NA	NA	NA	-3.162913865556744	1.8688546768546354e-18	0.23478731520986976	0.44150832740239365	-3.301167372668063	4.338427915593993e-22
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-3.9453869407924502	1.8688546768546354e-18	0.09256057207138561	0.8254562409060174	-3.1395210864320107	5.191787747689979e-18
ENSMUSG00000064351	mt-Co1	COX1	17708	cytochrome c oxidase subunit I	2.660527696525437	4.670386974811227e-18	0.31714517731244934	0.2535967300772763	2.471532381620043	5.250339902628461e-18
ENSMUSG00000101496	Gm8885	NA	NA	NA	9.195130744231726	6.566952461798689e-18	1.8653336011851214	0.6777929317885865	0.9381753295993704	0.71854287692622
ENSMUSG00000055322	Tns1	Tns1	21961	tensin 1	-9.101193370867511	1.417933615175354e-17	-0.5856691885584064	0.08443352565080917	-0.7174405258519962	0.006296160843927573
ENSMUSG00000021361	Tmem14c	Tmem14c	66154	transmembrane protein 14C	3.2108077359873413	3.9856473577692566e-17	2.9781333807540795	1.6645631634019021e-15	2.2739391021331876	2.3014952608397143e-11
ENSMUSG00000042684	Npl	Npl	74091	N-acetylneuraminate pyruvate lyase	-2.6727819241315705	8.079894087023567e-17	-1.7628286458445628	4.357307577555565e-12	-1.3449281029435711	4.4522382387436633e-10
ENSMUSG00000105388	Rpl36a-ps2	NA	NA	NA	-3.516692153054376	1.78097058871336e-16	0.23827734184088925	0.5012493723382603	-0.18619731180242585	0.48957924303865724
