ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	CAST_vs_B6_logFC	CAST_vs_B6_FDR	PWK_vs_B6_logFC	PWK_vs_B6_FDR	WSB_vs_B6_logFC	WSB_vs_B6_FDR
ENSMUSG00000082926	Gm8172	NA	NA	NA	8.818772514454043	9.587509269162325e-27	-0.9701377881314623	0.7510320497043299	1.3898506380716602	0.549260152983157
ENSMUSG00000048758	Rpl29	Rpl29	19944	ribosomal protein L29	-7.948478827046253	9.587509269162325e-27	-0.011504621334397535	0.9817600098682461	-0.8529307687332631	3.0571622089390114e-4
ENSMUSG00000022817	Itgb5	Itgb5	16419	integrin beta 5	-5.338758567054596	8.153558827270395e-25	-0.5971828746363033	0.007874114949366554	0.07810765702613957	0.8608318913683639
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-5.278628768468684	1.1725310657212143e-24	-8.77399323030393	5.349092578494327e-27	-0.6006559876052154	0.013805175039350656
ENSMUSG00000058603	Rpl28-ps1	NA	NA	NA	-7.777932647353751	9.225344094611166e-24	-0.13993745332321778	0.6926392988133224	-8.947905615299229	5.845207439452003e-24
ENSMUSG00000083483	Gm14044	NA	NA	NA	11.307889674646985	7.189632528018929e-23	1.5016800162735908	0.6212402120480437	0.0437225569226613	1
ENSMUSG00000074516	Gm10709	NA	NA	NA	7.344306214664785	7.493930965962579e-23	-1.840166291531107	0.23554762230081475	0.4822243234666303	0.8068470571983614
ENSMUSG00000071419	Rps15-ps2	NA	NA	NA	8.232667778663936	1.7553487369788517e-21	-0.7560939394570111	0.8209562036990923	2.730757462622458	0.08723172029740753
ENSMUSG00000031613	Hpgd	Hpgd	15446	hydroxyprostaglandin dehydrogenase 15 (NAD)	-4.8453771678490645	1.7927626717630875e-19	-1.3848071258092216	3.5966889049941474e-7	-1.049187887700869	7.828705249827213e-5
ENSMUSG00000069515	Lyz1	Lyz1	17110	lysozyme 1	7.1991093891929765	8.882876030485207e-19	-3.0641114740540547	0.18470744095761024	2.498942544279601	0.05352583281518859
ENSMUSG00000031851	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	-5.081952879634291	2.644998779498073e-17	-3.0328346046239214	2.971221756564972e-14	-1.455635534543789	1.1705067726141642e-6
ENSMUSG00000022587	Ly6e	Ly6e	17069	lymphocyte antigen 6 complex, locus E	-2.6072959645845195	2.9140915738800975e-17	0.42767519868502374	0.07414236256155626	0.310551431521093	0.2592387977332218
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-4.333383378229054	1.7271451699807495e-16	-1.4718188722630583	2.650132861221893e-7	-0.07839466878648083	0.8926450780473152
ENSMUSG00000064351	mt-Co1	COX1	17708	cytochrome c oxidase subunit I	2.480613336224252	1.3926833334053352e-15	2.53020414804329	2.823037661493476e-15	-0.10565173944409371	0.831270390426076
ENSMUSG00000108442	RP23-473E20.3	NA	NA	NA	7.49787344240346	1.8302090818403415e-15	8.318252914495456	3.3204150986939483e-19	7.313304420865535	2.3969461115043275e-14
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-3.9958972502568844	1.8302090818403415e-15	-7.116851531245988	6.722500447333805e-20	-0.08505662566545742	0.8850597119175183
ENSMUSG00000009585	Apobec3	Apobec3	80287	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3	2.91100422055423	1.0282516650315435e-14	-0.7103690190127313	0.13388204925225314	-0.7737205903211839	0.16056782900280173
ENSMUSG00000063253	Scoc	Scoc	56367	short coiled-coil protein	-2.8542742433031956	1.452832193639165e-14	-0.7546347052118788	0.0016168506777094322	-0.3500892042820671	0.25454274825294176
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2.263494581756341	2.1941161787042737e-14	-0.08625747207379757	0.972000322579624	2.7062702301221027	4.4025048513327956e-17
ENSMUSG00000072940	Gm10443	NA	NA	NA	-9.883410780488907	3.112432249379588e-14	-0.4024907751699506	0.2542626022783748	-0.8474711007368093	0.010089741996757762
ENSMUSG00000029343	Crybb1	Crybb1	12960	crystallin, beta B1	-2.5206172555800106	5.87699502175535e-14	-2.7097005438306114	9.470090133502016e-15	-1.4721787353316493	5.4820832025327196e-8
ENSMUSG00000084416	Rpl10a-ps1	NA	NA	NA	-3.6589158401642097	7.944993345965478e-14	-11.356088356256642	2.665338895384115e-18	-0.7011494239705823	0.017111830396280867
ENSMUSG00000067575	Rpl35a-ps3	NA	NA	NA	4.2416699947994445	7.944993345965478e-14	3.823049498925358	4.38714131869846e-12	3.210680176136249	1.6219459533454105e-9
ENSMUSG00000094664	Rpl35a-ps6	NA	NA	NA	4.2416699947994445	7.944993345965478e-14	3.823049498925358	4.38714131869846e-12	3.210680176136249	1.6219459533454105e-9
ENSMUSG00000095526	Gm10243	NA	NA	NA	4.2416699947994445	7.944993345965478e-14	3.823049498925358	4.38714131869846e-12	3.210680176136249	1.6219459533454105e-9
