ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	CAST_vs_B6_logFC	CAST_vs_B6_FDR	PWK_vs_B6_logFC	PWK_vs_B6_FDR	WSB_vs_B6_logFC	WSB_vs_B6_FDR
ENSMUSG00000048758	Rpl29	Rpl29	19944	ribosomal protein L29	-7.78179341210955	1.4379410086687382e-25	-0.12583983249658381	0.7597674690459798	-0.6109087070699447	0.020560308488692614
ENSMUSG00000069892	9930111J21Rik2	9930111J21Rik2	245240	RIKEN cDNA 9930111J21 gene 2	-4.795251343389451	1.390719295475319e-23	-4.785582835481227	3.0849017231461814e-18	-0.7681084435324546	2.7223393733440273e-4
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-6.001749930109066	1.390719295475319e-23	-9.399763081126615	8.484781992612507e-21	-0.5086520202553877	0.06065464627337291
ENSMUSG00000022817	Itgb5	Itgb5	16419	integrin beta 5	-4.232929878184685	1.5590156498999446e-23	-0.4117317867162494	0.0922435994964261	0.38280795946653146	0.11045390956753665
ENSMUSG00000074516	Gm10709	NA	NA	NA	8.874092919841562	1.5043268132120132e-22	-2.971571803342245	0.4830347258106745	0.901274805446532	0.747391941714206
ENSMUSG00000082926	Gm8172	NA	NA	NA	8.396684098363158	1.0348546053657294e-21	-3.197196041051651	0.44360221408948813	-0.5748286205565443	0.90138761559049
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-4.440626489817316	2.394520218669585e-21	-1.5183664953821527	2.3175814824477488e-7	-0.05909701523874626	0.9611733978414128
ENSMUSG00000097554	Gm26825	NA	NA	NA	10.531105648261107	3.5917969032876783e-20	11.230717857157586	1.4020454866201095e-20	0.14620299456687577	0.9636292354004236
ENSMUSG00000101776	Gm28268	NA	NA	NA	-3.824810837737675	6.267962605787983e-20	-3.242118045636665	5.192898295213237e-14	-0.11037737985512704	0.8141181919385262
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-3.142405279354375	4.446469527021928e-19	-3.7619533782844035	1.0417654500474424e-18	-0.10155020069176982	0.8208382684574622
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.1564267799266217	9.53050223768946e-19	-3.0710733051193375	1.227750472850643e-15	0.1364073507191648	0.7422828969879446
ENSMUSG00000031851	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	-4.567123653013288	9.53050223768946e-19	-2.7774076837965804	5.140559962211005e-10	-1.7483260659678286	5.517612822599376e-8
ENSMUSG00000020717	Pecam1	Pecam1	18613	platelet/endothelial cell adhesion molecule 1	3.6865803889367386	2.1483039614114493e-18	2.5096102123658346	4.868673320713355e-10	1.184551165160004	0.0024597626668972734
ENSMUSG00000022587	Ly6e	Ly6e	17069	lymphocyte antigen 6 complex, locus E	-2.8825022855981537	6.6944613685011245e-18	0.022539853474114805	0.9703821133048881	0.24524411843771932	0.455708545322798
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-3.215994004897549	2.7994376984258925e-17	-7.223662749150065	4.464146952060651e-16	-0.026123129139417403	0.9974516277685123
ENSMUSG00000093674	Rpl41	Rpl41	67945	ribosomal protein L41	-4.17826449324366	3.2192989170104205e-17	-0.32589496313233535	0.3596211256947996	-0.4999789919055161	0.11627755965021808
ENSMUSG00000062210	Tnfaip8	Tnfaip8	106869	tumor necrosis factor, alpha-induced protein 8	-3.215749632299103	4.2670462541485765e-17	-0.2778667166829212	0.40867694587291653	-0.7354982742674556	0.004031962740614797
ENSMUSG00000063253	Scoc	Scoc	56367	short coiled-coil protein	-2.6741569778008762	5.1420782029378563e-17	-0.6101251391914689	0.014284033490673533	-0.18514581264611213	0.6011390084826189
ENSMUSG00000085787	Gm13092	NA	NA	NA	-5.455448774060812	2.9846176972984526e-16	-1.3726152465093626	0.0010198722888852217	-0.7578958019095564	0.03766583213186525
ENSMUSG00000051652	Lrrc3	Lrrc3	237387	leucine rich repeat containing 3	-4.3051933421514965	6.557708459083127e-16	-1.5052971851197825	1.3950177835478098e-4	0.07078599739373116	0.9208813871190099
ENSMUSG00000027315	Spint1	Spint1	20732	serine protease inhibitor, Kunitz type 1	-8.978143015288282	1.1072350789516876e-15	1.4655445777003013	4.135608576205975e-6	-8.94721875363485	1.9247640981818287e-12
ENSMUSG00000027669	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	6.1186317357327065	1.1843102708485718e-15	5.403124658185099	3.2610832549042715e-11	-3.614451650243325	0.23827502642087361
ENSMUSG00000071419	Rps15-ps2	NA	NA	NA	8.493557607564535	1.6141105182681255e-15	0.4714462610236488	0.9195784567396827	1.3400902665453809	0.7122622699752983
ENSMUSG00000028080	Lrba	Lrba	80877	LPS-responsive beige-like anchor	-2.5969124233677956	1.5030965527057184e-14	-2.1433466154310894	8.536455025981112e-9	0.7428051577515953	0.0013547830181969893
ENSMUSG00000033880	Lgals3bp	Lgals3bp	19039	lectin, galactoside-binding, soluble, 3 binding protein	-3.8683830639295986	1.7974309157548964e-14	-3.9856881432892233	1.3425295388765813e-10	-1.3098482994974692	6.53316265221126e-5
ENSMUSG00000064351	mt-Co1	COX1	17708	cytochrome c oxidase subunit I	2.2455933543028026	7.130880304671293e-14	2.5562661066587813	1.0837026172362474e-14	-0.27857586122816735	0.4275211812220462
ENSMUSG00000022769	Sdf2l1	Sdf2l1	64136	stromal cell-derived factor 2-like 1	-2.594281772084353	9.460280083339069e-14	0.09361244909887584	0.8464140941310648	0.3703260103832408	0.23473869926982582
ENSMUSG00000082884	Gm13339	NA	NA	NA	10.78807418381081	9.460280083339069e-14	11.007755609912302	1.5016824276775534e-13	-2.9145849427297077	0.4799558133394886
ENSMUSG00000097705	Gm26740	NA	NA	NA	-9.488148201781426	1.1324336216744705e-13	-9.659426665938097	1.5561489173000248e-9	-9.471155478717547	3.682733551380326e-11
ENSMUSG00000104022	Gm37214	NA	NA	NA	-5.58458045699617	2.3667122803909837e-13	-0.11515956581762783	0.880920515560065	-0.37894296090548946	0.48211119202767233
ENSMUSG00000044626	Liph	Liph	239759	lipase, member H	-6.524979013454498	4.355128831364943e-13	-2.237552779846091	2.468726724479226e-4	0.20535932438900445	0.7674308092196382
ENSMUSG00000032549	Rab6b	Rab6b	270192	RAB6B, member RAS oncogene family	-8.22699932840042	4.520184481380115e-13	-5.282916956914942	3.89633054968929e-7	-1.4486011679599484	0.0023739763844376404
ENSMUSG00000041992	Rapgef5	Rapgef5	217944	Rap guanine nucleotide exchange factor (GEF) 5	2.1924057865312654	4.568072863082053e-13	1.1536975157431526	1.0135247832586632e-4	-0.13539159252805694	0.8238533138113973
ENSMUSG00000022671	Mzt2	Mzt2	72083	mitotic spindle organizing protein 2	2.1175792948796848	5.251320527450677e-13	2.934840732284396	1.714011578545288e-16	0.04939960628317064	0.9501321317595864
ENSMUSG00000025810	Nrp1	Nrp1	18186	neuropilin 1	-3.5218562212986937	5.251320527450677e-13	-4.383477134285306	3.1476768107506105e-10	-2.513987616053972	1.0916546521735346e-8
ENSMUSG00000100627	A830008E24Rik	NA	NA	NA	-4.420849916975312	1.1369271956226106e-12	-4.744718746073949	6.279935598225238e-8	-4.998158472803084	3.064528651375809e-10
ENSMUSG00000079671	2610203C22Rik	2610203C22Rik	72481	RIKEN cDNA 2610203C22 gene	-4.7678712427707355	1.3193138505422952e-12	-2.245314357309472	1.1118419680208865e-4	-0.3372582991247612	0.5856693475541757
ENSMUSG00000087575	Gm12976	NA	NA	NA	-2.951731612651093	1.372963769268254e-12	-3.90524525945775	4.184344804995364e-9	-0.206204109351588	0.691732940856075
ENSMUSG00000052760	A630001G21Rik	A630001G21Rik	319997	RIKEN cDNA A630001G21 gene	-4.9013607914177415	1.5899601308664848e-12	-5.684372033116207	5.090100168617493e-8	-2.4885407250489915	2.410969037055855e-6
ENSMUSG00000096979	Gm26880	NA	NA	NA	4.37118712856374	1.592182711978752e-12	1.3729453612770026	0.04016888429048581	-3.7822681839368353	0.0035008094319561524
